"StructureType","Address","City","County","LOC_PAGE","LOC_LONG","LOC_LAT","APN","Fault","SiteNumber","TOMBROBOX"
"Residential","WESTHILL DRIVE","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","130","TBC"
"Residential","POCATELLO STREET","Sunnyvale","TBC","TBC","TBC","TBC","000-000-000","TBC","958","TBC"
"Residential","Jefferson Street","Santa Clara","TBC","TBC","TBC","TBC","000-000-000","TBC","756","TBC"
"Residential","JEFFERSON STREET","Santa Clara","TBC","TBC","TBC","TBC","000-000-000","TBC","756","TBC"
"Residential","FALLEN OAK DRIVE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","5070","TBC"
"Residential","Leroy Way","Portola Valley","TBC","TBC","TBC","TBC","000-000-000","TBC","10","TBC"
"Residential","CALAVERAS ROAD","TBC","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","4001","TBC"
"Residential","VISTA VERDE WAY","TBC","SAN MATEO","TBC","TBC","TBC","000-000-000","TBC","69","TBC"
"Residential","Sacramento Street","San Francisco","TBC","TBC","TBC","TBC","000-000-000","TBC","11375","TBC"
"Residential","Searsville Court","Hillsborough","TBC","TBC","TBC","TBC","000-000-000","TBC","20","TBC"
"Residential","PIERCE ROAD","TBC","Santa Cruz","TBC","TBC","TBC","000-000-000","TBC","26150","TBC"
"Residential","CLAYTON ROAD","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","13375","TBC"
"Residential","PIERCE ROAD","TBC","Santa Cruz","TBC","TBC","TBC","000-000-000","TBC","26150","TBC"
"Residential","TBC","Tracy","TBC","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"Residential","CHIPLAY DRIVE","San Jose","TBC","TBC","TBC","Pg. 834, H","000-000-000","TBC","1432","TBC"
"Residential","SAN JOSE/SOQUEL ROAD","TBC","Santa Cruz","TBC","TBC","TBC","000-000-000","TBC","25023","TBC"
"Residential","WALSH ROAD","Atherton","TBC","TBC","TBC","TBC","000-000-000","TBC","346","TBC"
"Residential","DIABLO WAY","TBC","SAN MATEO","TBC","TBC","TBC","000-000-000","TBC","726","TBC"
"Residential","CREST DRIVE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","375","TBC"
"Residential","BROADACRES ROAD","Atherton","TBC","TBC","TBC","TBC","000-000-000","TBC","98","TBC"
"Residential","ANGEL COURT","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","104","TBC"
"Residential","ROXBURY LANE","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","544","TBC"
"Residential","SARAHILLS","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","20933","TBC"
"Residential","SARAHILLS","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","21346","TBC"
"Residential","THURBER LANE","Santa Cruz","TBC","TBC","TBC","TBC","000-000-000","TBC","4774","TBC"
"Residential","SOQUEL DRIVE","TBC","Santa Cruz","TBC","TBC","TBC","000-000-000","TBC","7215","TBC"
"Residential","ALTA TIERRA ROAD","Los Altos Hills","TBC","TBC","TBC","TBC","000-000-000","TBC","13045","TBC"
"Residential","EL SOLYO AVENUE","Campbell","TBC","TBC","TBC","TBC","000-000-000","TBC","1361","TBC"
"Residential","TOURNEY ROAD","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","17500","TBC"
"Residential","FOSTER ROAD","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","17721","TBC"
"Residential","TOURNEY ROAD","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","17500","TBC"
"Residential","ON ORBIT DRIVE","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","15651","TBC"
"Residential","McClellan Road","Cupertino","TBC","TBC","TBC","TBC","000-000-000","TBC","22261","TBC"
"Residential","TEMESCAL WAY","TBC","SAN MATEO","TBC","TBC","TBC","000-000-000","TBC","759","TBC"
"Residential","ALBACORE TERRACE","Fremont","TBC","TBC","TBC","TBC","000-000-000","TBC","1268","TBC"
"Residential","SARATOGA HILLS ROAD","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","21461","TBC"
"Residential","LAURELES DRIVE","Los Altos","TBC","TBC","TBC","TBC","000-000-000","TBC","1092","TBC"
"Residential","OAK VALLEY","San Mateo","TBC","TBC","TBC","TBC","000-000-000","TBC","17","TBC"
"Residential","WILLOW OAKS DRIVE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","1579","TBC"
"Residential","RAMSTAD DRIVE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","3514","TBC"
"Residential","CANYON VIEW DRIVE","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","21261","TBC"
"Residential","ROXBURY LANE","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","544","TBC"
"Residential","VISTA GRAND","Millbrae","TBC","TBC","TBC","TBC","000-000-000","TBC","971","TBC"
"Residential","SAN JUAN AVENUE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","1410","TBC"
"Residential","STONEBROOK DRIVE","TBC","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","15833","TBC"
"Residential","VISTA DEL MAR","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","1065","TBC"
"Residential","VISTA DEL MAR","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","1065","TBC"
"Residential","JACKS ROAD","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","20878","TBC"
"Residential","GOLDEN OAK DRIVE","Portola Valley","TBC","TBC","TBC","TBC","000-000-000","TBC","435","TBC"
"Residential","VISTA DEL MAR","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","1065","TBC"
"Residential","CLAITOR WAY","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","4007","TBC"
"Residential","MINOCA ROAD","Portola Valley","TBC","TBC","TBC","TBC","000-000-000","TBC","405","TBC"
"Residential","MOUNT EDEN ROAD","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","22501","TBC"
"Residential","SOUTHGATE DRIVE","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","1","TBC"
"Residential","MCLAUGHLIN AVENUE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","2799","TBC"
"Residential","Southgate Drive","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","1","TBC"
"Residential","GABARDA WAY","TBC","SAN MATEO","TBC","TBC","TBC","000-000-000","TBC","271","TBC"
"Residential","LINDY LANE","Cupertino","TBC","TBC","TBC","TBC","000-000-000","TBC","22101","TBC"
"Residential","ALPINE ROAD","Portola Valley","TBC","TBC","TBC","TBC","000-000-000","TBC","5010","TBC"
"Residential","DAPHNE DRIVE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","1403","TBC"
"Residential","MOUNTAIN VIEW AVENUE","Los Altos","TBC","TBC","TBC","TBC","000-000-000","TBC","151","TBC"
"Residential","SHARON ROAD","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","15765","TBC"
"Residential","RECREATION DRIVE","La Honda","San Mateo","TBC","TBC","TBC","000-000-000","TBC","7","TBC"
"Residential","MISTLETOE ROAD","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","235","TBC"
"Residential","LOCUST DRIVE","TBC","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","20789","TBC"
"Residential","VISTA VERDE WAY","Portola Valley","TBC","TBC","TBC","TBC","000-000-000","TBC","80","TBC"
"Residential","MISTLETOE ROAD","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","235","TBC"
"Residential","VISTA VERDE WAY","Portola Valley","TBC","TBC","TBC","TBC","000-000-000","TBC","80","TBC"
"Residential","MISTLETOE ROAD","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","235","TBC"
"Residential","KENT DRIVE","Los Altos","TBC","TBC","TBC","TBC","000-000-000","TBC","2083","TBC"
"Residential","VISTA VERDE WAY","Portola Valley","TBC","TBC","TBC","TBC","000-000-000","TBC","80","TBC"
"Residential","INDIAN AVENUE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","5799","TBC"
"Residential","GARBARDA WAY","TBC","San Mateo","TBC","TBC","TBC","000-000-000","TBC","271","TBC"
"Residential","Whisky Hill Road","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","290","TBC"
"Residential","TOURNEY ROAD","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","17528","TBC"
"Residential","TBC","Montara","TBC","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"Residential","GROVE DRIVE","Portola Valley","SAN MATEO","TBC","TBC","PG 47 A-3","000-000-000","TBC","118","TBC"
"Residential","FAIRVIEW AVE","Atherton","TBC","TBC","TBC","TBC","000-000-000","TBC","84","TBC"
"Residential","AZTEC RIDGE ROAD","TBC","SANTA CLARA","TBC","TBC","PG 893  C-","532-026-024","TBC","16362","TBC"
"Residential","QUICKERT ROAD","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","15550","TBC"
"Residential","LAKE BOULEVARD","Redwood City","TBC","TBC","TBC","TBC","000-000-000","TBC","515","TBC"
"Residential","FREEDOM BOULEVARD","Aptos","TBC","TBC","TBC","TBC","000-000-000","TBC","4460","TBC"
"Residential","HOME ROAD","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","1","TBC"
"Residential","HOSTETTER ROAD","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","3147","TBC"
"Residential","ESCANYO","TBC","SAN MATEO","TBC","TBC","TBC","000-000-000","TBC","111","TBC"
"Residential","CARIBOU COURT","Monterey","TBC","TBC","TBC","TBC","000-000-000","TBC","15","TBC"
"Residential","JOSELYN LANE","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","210","TBC"
"Residential","OLD TRACE LANE","Los Altos Hills","TBC","TBC","TBC","TBC","000-000-000","TBC","27060","TBC"
"Residential","CHESTER AVENUE","Saratoga","SANTA CLARA","TBC","TBC","PG 64 C-5","000-000-000","TBC","14038","TBC"
"Residential","SUMMIT SPRINGS ROAD","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","460","TBC"
"Residential","SPRINGDALE WAY","TBC","SAN MATEO","TBC","TBC","TBC","000-000-000","TBC","125","TBC"
"Residential","ARCHIBALD DRIVE","TBC","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","15495","TBC"
"Residential","FARM HILL WAY","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","111","TBC"
"Residential","LORELEI LANE","Menlo Park","TBC","TBC","TBC","TBC","000-000-000","TBC","55","TBC"
"Residential","SOQUEL-SAN JOSE ROAD","TBC","Santa Cruz","TBC","TBC","TBC","000-000-000","TBC","24662","TBC"
"Residential","Congress Springs Road","TBC","Santa Clara","TBC","TBC","TBC","000-000-000","TBC","24168","TBC"
"Residential","LEXINGTON DRIVE","Monte Sereno","TBC","TBC","TBC","TBC","000-000-000","TBC","18400","TBC"
"Residential","JARVIS ROAD","Santa Cruz","Santa Cruz","TBC","TBC","TBC","000-000-000","TBC","2350","TBC"
"Residential","SUNCREST AVENUE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","3887","TBC"
"Residential","ALUM ROCK AVENUE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","16060","TBC"
"Residential","Falcon Place","Clayton","TBC","TBC","TBC","TBC","000-000-000","TBC","213","TBC"
"Residential","CRESTON DRIVE","Cupertino","TBC","TBC","TBC","TBC","000-000-000","TBC","10284","TBC"
"Residential","CREEK DRIVE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","1738","TBC"
"Residential","OAK HOLLOW WAY","Menlo Park","San Mateo","TBC","TBC","TBC","000-000-000","TBC","20","TBC"
"Residential","QUITO ROAD","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","15410","TBC"
"Residential","TERESITA WAY","Los Gatos","Santa Clara","TBC","TBC","TBC","000-000-000","TBC","152","TBC"
"Residential","TONOPAH DRIVE","Fremont","Alameda","TBC","TBC","TBC","000-000-000","TBC","205","TBC"
"Residential","HILLVIEW COURT","Daly City","SAN MATEO","TBC","TBC","PG 21 C-6","000-000-000","TBC","50","TBC"
"Residential","MURPHY SPRINGS DRIVE","Morgan Hill","Santa Clara","TBC","TBC","TBC","000-000-000","TBC","18410","TBC"
"Residential","ORCHARD HILLS WAY","ATHERTON","TBC","TBC","TBC","TBC","000-000-000","TBC","55","TBC"
"Residential","PATIO DRIVE","Campbell","TBC","TBC","TBC","TBC","000-000-000","TBC","1279","TBC"
"Residential","ORCHARD HILLS WAY","ATHERTON","TBC","TBC","TBC","TBC","000-000-000","TBC","55","TBC"
"Residential","BRIMSBY LANE","Danville","TBC","TBC","TBC","PG 101 A-6","000-000-000","TBC","575","TBC"
"Residential","FULLER AVENUE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","618","TBC"
"Residential","CONTINENTAL DRIVE","Menlo Park","SAN MATEO","TBC","TBC","PG 43 B-3","000-000-000","TBC","1080","TBC"
"Residential","BACIGALUPI","Los Gatos","TBC","TBC","TBC","PG 873","000-000-000","TBC","236","TBC"
"Residential","MAPACHE DRIVE","Portola Valley","San Mateo","TBC","TBC","TBC","000-000-000","TBC","237","TBC"
"Residential","MELTON STREET","TBC","Santa Cruz","TBC","TBC","TBC","000-000-000","TBC","3940","TBC"
"Residential","CHUA VISTA DRIVE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","11276","TBC"
"Residential","CIRCLE DRIVE","FELTON","Santa Cruz","TBC","TBC","TBC","000-000-000","TBC","220","TBC"
"Residential","SANTA PAULA AVENUE","Sunnyvale","Santa Clara","TBC","TBC","TBC","000-000-000","TBC","762","TBC"
"Residential","Carlton Avenue","Menlo Park","TBC","TBC","TBC","TBC","000-000-000","TBC","1231","TBC"
"Residential","LA LOMA DRIVE","Los Altos Hills","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","25325","TBC"
"Residential","Lincoln Avenue","Redwood City","TBC","TBC","TBC","TBC","000-000-000","TBC","430","TBC"
"Residential","DUCK COURT","Foster City","TBC","TBC","TBC","TBC","000-000-000","TBC","291","TBC"
"Residential","JACKSON STREET","Los Gatos","Santa Clara","TBC","TBC","TBC","000-000-000","TBC","156","TBC"
"Residential","CHATEAU DRIVE","Aromas","TBC","TBC","TBC","TBC","000-000-000","TBC","205","TBC"
"Residential","JOSSELYN LANE","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","204","TBC"
"Residential","TENNANT AVENUE","Morgan Hill","SANTA CLARA","TBC","TBC","PG 79 F-6","000-000-000","TBC","2650","TBC"
"Residential","WELBURN AVENUE","Gilroy","Santa Clara","TBC","TBC","TBC","000-000-000","TBC","1530","TBC"
"Residential","PURISIMA ROAD","Los Altos Hills","TBC","TBC","TBC","TBC","000-000-000","TBC","26541","TBC"
"Residential","JAMES AVENUE","Atherton","TBC","TBC","TBC","TBC","000-000-000","TBC","175","TBC"
"Residential","PURISIMA ROAD","Los Altos Hills","TBC","TBC","TBC","TBC","000-000-000","TBC","26541","TBC"
"Residential","SHADY LANE DRIVE","TBC","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","17068","TBC"
"Residential","CREST DRIVE","San Mateo","TBC","TBC","TBC","TBC","000-000-000","TBC","323","TBC"
"Residential","PURISIMA ROAD","Los Altos Hills","TBC","TBC","TBC","TBC","000-000-000","TBC","26541","TBC"
"Residential","MILL RISE WAY","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","17140","TBC"
"Residential","SILVER HILL ROAD","Atherton","San Mateo","TBC","TBC","TBC","000-000-000","TBC","1035","TBC"
"Residential","PRESTON ROAD","WOODSIDE","TBC","TBC","TBC","TBC","000-000-000","TBC","16","TBC"
"Residential","Silver Hill Road","Redwood City","Santa Clara","TBC","TBC","TBC","TBC","TBC","1035","TBC"
"Residential","MANZANITA DRIVE","TBC","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","17745","TBC"
"Residential","WILLOW ROAD","MENLO PARK","TBC","TBC","TBC","TBC","000-000-000","TBC","31","TBC"
"Residential","IDYLWILD DRIVE","TBC","SANTA CLARA","TBC","TBC","PG 73 D-5","558-040-056","TBC","Lot 49","TBC"
"Residential","Putter Way","TBC","Santa Clara","TBC","TBC","TBC","000-000-000","TBC","23830","TBC"
"Residential","GREENWOOD DRIVE","Monte Sereno","Santa Clara","TBC","TBC","TBC","000-000-000","TBC","16145","TBC"
"Residential","REDWOOD AVENUE","Redwood City","SAN MATEO","TBC","TBC","PG 37 F-4","000-000-000","TBC","1605-1607","TBC"
"Residential","CLAREVIEW AVENUE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","57","TBC"
"Residential","JESSICA LANE","Los Altos Hills","Santa Clara","TBC","TBC","TBC","000-000-000","TBC","11651","TBC"
"Residential","VERDE VISTA LANE","SARATOGA","TBC","TBC","TBC","TBC","000-000-000","TBC","20850","TBC"
"Residential","S. Fourth Street","Campbell","TBC","TBC","TBC","TBC","000-000-000","TBC","81","TBC"
"Residential","WATERBURY LANE","FOSTER CITY","TBC","TBC","TBC","TBC","000-000-000","TBC","610","TBC"
"Residential","LINDY PLACE","Cupertino","TBC","TBC","TBC","TBC","000-000-000","TBC","11477","TBC"
"Residential","Dorman Court","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","10671","TBC"
"Residential","Lariat Lane","San Jose","Santa Clara","TBC","TBC","TBC","000-000-000","TBC","688","TBC"
"Residential","CASCADE COURT","Menlo Park","San Mateo","TBC","TBC","TBC","000-000-000","TBC","1052","TBC"
"Residential","WEST CALIFORNIA WAY","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","710","TBC"
"Residential","BRIARWOOD","Watsonville","TBC","TBC","TBC","TBC","000-000-000","TBC","321","TBC"
"Residential","VAQUERO COURT","SARATOGA","TBC","TBC","TBC","TBC","050-314-042","TBC","13648","TBC"
"Residential","NORTON ROAD","Saratoga","SANTA CLARA","TBC","TBC","PG 60 F-2","000-000-000","Berrocal","15201","TBC"
"Residential","LAS CASAS ROAD","San Rafael","TBC","TBC","TBC","TBC","000-000-000","TBC","75","TBC"
"Residential","WEST HILTON DRIVE","Boulder Creek","TBC","TBC","TBC","TBC","000-000-000","TBC","261","TBC"
"Residential","WALSH ROAD","Atherton","SAN MATEO","TBC","TBC","PG 43 A-2","000-000-000","TBC","329","TBC"
"Residential","RUSSELL AVENUE","Portola Valley","TBC","TBC","TBC","TBC","000-000-000","TBC","114","TBC"
"Residential","MCVAY AVENUE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","14860","TBC"
"Residential","OLD LA HONDA ROAD","Woodside","San Mateo","TBC","TBC","TBC","076-102-040","TBC","TBC","TBC"
"Residential","VAQUERO COURT","SARATOGA","TBC","TBC","TBC","TBC","000-000-000","TBC","13646","TBC"
"Residential","OLIVE TREE COURT","Los Altos Hills","TBC","TBC","TBC","TBC","000-000-000","TBC","24700","TBC"
"Residential","TBC","TBC","TBC","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"Residential","REDCLIFF DRIVE","SAN JOSE","TBC","TBC","TBC","TBC","000-000-000","TBC","1230","TBC"
"Residential","TRUDEAN WAY","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","1748","TBC"
"Residential","CONTINENTAL CIRCLE","CUPERTINO","TBC","TBC","TBC","TBC","000-000-000","TBC","21451","TBC"
"Residential","OAK FLAT ROAD","Santa Cruz","Santa Cruz","TBC","TBC","TBC","000-000-000","TBC","22111","TBC"
"Residential","RECREATION DRIVE","La Honda","TBC","TBC","TBC","TBC","000-000-000","TBC","170","TBC"
"Residential","TBC","SAN FRANCISCO","TBC","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"Residential","YOSEMITE COURT","Woodside","SAN MATEO","TBC","TBC","TBC","000-000-000","TBC","629","TBC"
"Residential","TBC","TBC","TBC","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"Residential","VALLEY CIRCLE BOULEVARD","CANOGA PARK","TBC","TBC","TBC","TBC","000-000-000","TBC","6466","TBC"
"Residential","DELCO PLACE","CANOGA PARK","TBC","TBC","TBC","TBC","000-000-000","TBC","7411","TBC"
"Residential","MOODY ROAD","LOS ALTOS HILLS","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","27050","TBC"
"Residential","CALZAR DRIVE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","3180","TBC"
"Residential","TBC","Millbrae","TBC","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"Residential","ROQUENA DRIVE","La Honda","TBC","TBC","TBC","TBC","000-000-000","TBC","215","TBC"
"Residential","MOODY ROAD","LOS ALTOS HILLS","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","27050","TBC"
"Residential","Manzanita Way","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","510","TBC"
"Residential","GOYA LANE","Portola Valley","TBC","TBC","TBC","TBC","000-000-000","TBC","138","TBC"
"Residential","Glen Una Drive","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","15671","TBC"
"Residential","Glen Una Drive","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","15671","TBC"
"Residential","LONGVIEW DRIVE","Daly City","TBC","TBC","TBC","TBC","000-000-000","TBC","112","TBC"
"Residential","SCENIC DRIVE","La Honda","TBC","TBC","TBC","TBC","000-000-000","TBC","461","TBC"
"Residential","SCENIC DRIVE","La Honda","TBC","TBC","TBC","TBC","000-000-000","TBC","461","TBC"
"Residential","CASTLE HILL DRIVE","Morgan Hill","TBC","TBC","TBC","TBC","000-000-000","TBC","18570","TBC"
"Residential","AMBRA WAY","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","3534","TBC"
"Residential","VALLEY HEART DRIVE","SHERMAN OAKS","TBC","TBC","TBC","TBC","000-000-000","TBC","13638","TBC"
"Residential","Escondido Drive","La Honda","TBC","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"Residential","GIFFORD STREET","CANOGA PARK","TBC","TBC","TBC","TBC","000-000-000","TBC","20259","TBC"
"Residential","BELRIDGE DRIVE","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","118","TBC"
"Residential","WYANDOTTE STREET","CANOGA PARK","TBC","TBC","TBC","TBC","000-000-000","TBC","20614","TBC"
"Residential","TOBIAS AVENUE","SHERMAN OAKS","TBC","TBC","TBC","TBC","000-000-000","TBC","4625","TBC"
"Residential","ANGEL COURT","LOS GATOS","TBC","TBC","TBC","TBC","000-000-000","TBC","103","TBC"
"Residential","SHILLINGSBURG AVENUE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","22101","TBC"
"Residential","HOLIDAY DRIVE","Morgan Hill","TBC","TBC","TBC","TBC","000-000-000","TBC","17580","TBC"
"Residential","SHILLINGSBURG AVENUE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","22101","TBC"
"Residential","STANTON AVENUE","Castro Valley","TBC","TBC","TBC","TBC","000-000-000","TBC","11791","TBC"
"Residential","CHADBOURNE LANE","Monte Sereno","SANTA CLARA","TBC","TBC","PG 70 D-2","000-000-000","TBC","TBC","TBC"
"Residential","HIGUERA ROAD","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","4005","TBC"
"Residential","CHULA VISTA DRIVE","TBC","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","11250","TBC"
"Residential","RAINBOW DRIVE","Cupertino","SANTA CLARA","TBC","TBC","PG 64 D-1","000-000-000","TBC","21720","TBC"
"Residential","SEAVIEW DRIVE","Daly City","TBC","TBC","TBC","TBC","000-000-000","TBC","5","TBC"
"Residential","BELGATOS ROAD","Los Gatos","SANTA CLARA","TBC","TBC","PG 71 D-3","000-000-000","TBC","223","TBC"
"Residential","SKYWOOD WAY","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","100","TBC"
"Residential","LA LOMA DRIVE","Los Altos Hills","SANTA CLARA","TBC","TBC","PG 51 C-6","000-000-000","TBC","25295","TBC"
"Residential","VISTA VERDE WAY","Portola Valley","TBC","TBC","TBC","TBC","000-000-000","TBC","10","TBC"
"Residential","WOODED VIEW DRIVE","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","175","TBC"
"Residential","MISSION DRIVE","Santa Cruz","TBC","TBC","TBC","TBC","000-000-000","TBC","3529","TBC"
"Residential","COUNTRY WAY","Los Altos Hills","TBC","TBC","TBC","TBC","000-000-000","TBC","13350","TBC"
"Residential","ATHERTON AVENUE","Atherton","SAN MATEO","TBC","TBC","PG 43 A-2","000-000-000","TBC","393","TBC"
"Residential","PALOMINO WAY","Saratoga","TBC","TBC","TBC","TBC","000-000-000","TBC","14012","TBC"
"Residential","PARK ROAD","San Mateo","TBC","TBC","TBC","TBC","000-000-000","TBC","2506","TBC"
"Residential","Avondale Road","Hillsborough","TBC","TBC","TBC","TBC","000-000-000","TBC","1411","TBC"
"Residential","Avondale Road","Hillsborough","TBC","TBC","TBC","TBC","000-000-000","TBC","1411","TBC"
"Residential","PORTOFINO DRIVE","San Carlos","TBC","TBC","TBC","TBC","000-000-000","TBC","385","TBC"
"Residential","CANYON OAK ROAD","Salinas","TBC","TBC","TBC","TBC","000-000-000","TBC","9150","TBC"
"Residential","CHULA VISTA DRIVE","TBC","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","11250","TBC"
"Residential","UIMBY ROAD","TBC","SANTA CLARA","TBC","TBC","PG 63A B-3","659-026-004","TBC","3900","TBC"
"Residential","REDWOOD BOULEVARD","Novato","TBC","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"Residential","UNIVERSITY AVENUE","Palo Alto","TBC","TBC","TBC","TBC","000-000-000","TBC","1870","TBC"
"Residential","AVALON HEIGHTS TERRACE","Fremont","TBC","TBC","TBC","TBC","000-000-000","TBC","48468","TBC"
"Residential","AVALON HEIGHTS TERRACE","Fremont","TBC","TBC","TBC","TBC","000-000-000","TBC","48468","TBC"
"Residential","GRAYSTONE LANE","TBC","SANTA CLARA","TBC","TBC","TBC","000-000-000","TBC","19993","TBC"
"Residential","RALEIGH PLACE","Saratoga","SANTA CLARA","TBC","TBC","PG 65 C-3","000-000-000","TBC","19011","TBC"
"Residential","AVALON HEIGHTS TERRACE","Fremont","TBC","TBC","TBC","TBC","000-000-000","TBC","48468","TBC"
"Residential","UPLAND ROAD","Redwood City","San Mateo","TBC","TBC","PG 36 D-3","000-000-000","TBC","715","TBC"
"Residential","AVALON HEIGHTS TERRACE","Fremont","TBC","TBC","TBC","TBC","000-000-000","TBC","48468","TBC"
"Residential","Preston Road","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","359","TBC"
"Residential","SCENIC DRIVE","TBC","SAN MATEO","TBC","TBC","TBC","000-000-000","TBC","316","TBC"
"Residential","Sierra Road","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","3760","TBC"
"Residential","Guildford Pl","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","4066","TBC"
"Residential","Kings Mountain Road","Woodside","San Mateo","TBC","TBC","TBC","TBC","TBC","444","TBC"
"Residential","Lyonburry Pl.","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","638","TBC"
"Residential","Mt. Eden Court","Saratoga","Santa Clara","TBC","TBC","TBC","TBC","TBC","21451","TBC"
"Residential","Roble","Millbrae","San Mateo","TBC","TBC","TBC","TBC","TBC","1260","TBC"
"Residential","Country Club Pkwy","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","5521","TBC"
"Residential","Crater Lake Avenue","Milpitas","TBC","TBC","TBC","TBC","000-000-000","TBC","1807","TBC"
