"StructureType","Address","City","County","LOC_PAGE","LOC_LONG","LOC_LAT","APN","Fault","SiteNumber","TOMBROBOX"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","E. San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Spring","Milpitas","Santa Clara","48","E","1","TBC","TBC","3434","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Madrone Drive","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","21446","TBC"
"TBC","Wadsworth","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","42","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Alpine Avenue","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","47","TBC"
"TBC","Sacony Court","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","5714","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Shadow Ridge Way","Silver Creek","TBC","TBC","TBC","TBC","TBC","TBC","2182","TBC"
"TBC","Clearview Drive","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","14540","TBC"
"TBC","Brown Valley Road","Corralitos","TBC","TBC","TBC","TBC","107-471-07 & 08","TBC","TBC","TBC"
"TBC","Marymont Avenue","Atherton","TBC","TBC","TBC","TBC","TBC","TBC","84","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Matilija Drive","Monte Sereno","TBC","TBC","TBC","TBC","TBC","TBC","15980","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Oakmont Drive","TBC","Santa Clara","73","D","5","TBC","TBC","19760","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Vista Verde Way","TBC","San Mateo","TBC","TBC","TBC","TBC","TBC","84","TBC"
"TBC","Heaton Moor Drive","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","6802","TBC"
"TBC","Terra Nova","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","2222","TBC"
"TBC","Valencia Road","Aptos","TBC","TBC","TBC","TBC","041-07-205","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Reese Circle","Prunedale","Monterey County","214","F","2","125-022-20","TBC","TBC","TBC"
"TBC","TBC","Portola Valley","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Saratoga Creek Drive","Saratoga","TBC","TBC","TBC","TBC","TBC","TBC","12711","TBC"
"TBC","Vista Valle Court","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Emory Street","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","948","TBC"
"TBC","Ashdale Drive","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","10301","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Santa Rosa Dr.","Los Gatos","Santa Clara","71","E","5","TBC","TBC","400","TBC"
"TBC","TBC","Corralitos","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Schoolcraft","Reseda","TBC","TBC","TBC","TBC","TBC","TBC","19038","TBC"
"TBC","TBC","Los Altos Hills","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Kring Way","Los Altos","TBC","TBC","TBC","TBC","TBC","TBC","1440","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Bent Avenue","Campbell","Santa Clara","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Suncrest Avenue","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","Lot33","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Woodside","San Mateo","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Vanowen Street","Reseda","TBC","530","J","3","TBC","TBC","19423","TBC"
"TBC","Smith Creek","Los Gatos","TBC","TBC","TBC","TBC","TBC","TBC","127","TBC"
"TBC","Sharon Road","Sharon Heights","TBC","TBC","TBC","TBC","TBC","TBC","2301-2413","TBC"
"TBC","Paseo Del Roble","Los Altos Hills","TBC","TBC","TBC","TBC","TBC","TBC","13641","TBC"
"TBC","Alma Street","Palo Alto","TBC","TBC","TBC","TBC","TBC","TBC","525","TBC"
"TBC","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Santa Cruz County","Santa Cruz County","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","San Mateo","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Standridge Court","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","6456","TBC"
"TBC","Vista Del Valle","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","3584","TBC"
"TBC","Hoover Court","Santa Clara","Santa Clara","TBC","TBC","TBC","TBC","TBC","2121","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Madison Drive","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","374","TBC"
"TBC","Eugenia Way","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","16497","TBC"
"TBC","Redwood Drive","Boulder Creek","Santa Cruz County","7","33","19","TBC","TBC","187","TBC"
"TBC","TBC","Saratoga","Santa Clara County","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","San Mateo","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Matilija Drive","Unincorporated","Santa Clara","TBC","TBC","TBC","TBC","TBC","16500","TBC"
"TBC","Mapache","Portola Valley","TBC","TBC","TBC","TBC","TBC","TBC","177","TBC"
"TBC","Cinnabar Hills Rd.","TBC","Santa Clara","TBC","TBC","TBC","742-03-12","TBC","10195","TBC"
"TBC","Tripoli Court","Los Altos Hills","TBC","TBC","TBC","TBC","TBC","TBC","12900","TBC"
"TBC","Glenwood Drive","Los Gatos","Santa Cruz","TBC","TBC","TBC","TBC","TBC","24230","TBC"
"TBC","Richardso Drive","Mill Valley","TBC","TBC","TBC","TBC","TBC","TBC","158","TBC"
"TBC","TBC","Santa Clara County","Santa Clara County","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Rivol Rd.","West Hills","TBC","529","D","5","TBC","TBC","7119","TBC"
"TBC","TBC","Redwood City","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Dickens Court","San Carlos","TBC","TBC","TBC","TBC","TBC","TBC","19","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Dumas Drive","Cupertino","Santa Clara","TBC","TBC","TBC","TBC","TBC","7509","TBC"
"TBC","Glenwood Drive","Los Gatos","Santa Cruz","TBC","TBC","TBC","TBC","TBC","24230","TBC"
"TBC","Adams Road","TBC","Santa Cruz","TBC","TBC","TBC","TBC","TBC","25890","TBC"
"TBC","TBC","Stanford","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Meadowview Dr.","Encino","TBC","TBC","TBC","TBC","TBC","TBC","16111","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Stanford","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Sherwood Drive","San Carlos","San Mateo","TBC","TBC","TBC","TBC","TBC","2947/2941","TBC"
"TBC","Mountain Way","TBC","Santa Clara","TBC","TBC","TBC","510-53-002","TBC","TBC","TBC"
"TBC","Farringdon Ave","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","1671","TBC"
"TBC","La Fonda Avenue","Santa Cruz","TBC","TBC","TBC","TBC","TBC","TBC","465","TBC"
"TBC","Dove Hill Road","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","3820","TBC"
"TBC","Soquel San Jose Road","TBC","Santa Cruz","TBC","TBC","TBC","096-211-10","TBC","24764","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Mt. Eden Road","Saratoga","Santa Clara","TBC","TBC","TBC","TBC","TBC","22631","TBC"
"TBC","San Benito Place","Morgan Hill","TBC","TBC","TBC","TBC","TBC","TBC","16637","TBC"
"TBC","Glenwood Drive","TBC","Santa Cruz","TBC","TBC","TBC","093-041-011","TBC","TBC","TBC"
"TBC","Carlmont Drive","Belmont","TBC","TBC","TBC","TBC","TBC","TBC","2400","TBC"
"TBC","Heath Street","Milpitas","Santa Clara","TBC","TBC","TBC","TBC","TBC","324","TBC"
"TBC","Calle De Suerte","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","6025","TBC"
"TBC","TBC","Lexington","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Los Gatos","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Sylvan St.","Van Nuys","TBC","531","H","7","TBC","TBC","15045","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Marchant Court","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","3774","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Bank Mill Way","Saratoga","TBC","TBC","TBC","TBC","TBC","TBC","21145","TBC"
"TBC","Lucca Place","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","1777","TBC"
"TBC","Cottrell Way","Stanford","TBC","44","A","5","TBC","TBC","900","TBC"
"TBC","Mountain Way","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","19240","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Preston Road","Woodside","TBC","TBC","TBC","TBC","TBC","TBC","395","TBC"
"TBC","Avalon Heights","Fremont","CA","TBC","TBC","TBC","TBC","TBC","48468","TBC"
"TBC","El Grande Drive","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Villa Oaks Lane","Saratoga","Santa Clara","TBC","TBC","TBC","TBC","TBC","21888","TBC"
"TBC","Teresita Way","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","105","TBC"
"TBC","Blue Gum Court","Saratoga","Santa Clara","TBC","TBC","TBC","TBC","TBC","15200","TBC"
"TBC","Bentley Ridge Drive","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","2339","TBC"
"TBC","Everdale Drive","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","3199","TBC"
"TBC","TBC","Los Gatos","Santa Clara County","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Avalon Hts. Terrace","Fremont","Alameda","TBC","TBC","TBC","TBC","TBC","48468","TBC"
"TBC","Oneda Court","Unincorporated","Santa Clara","TBC","TBC","TBC","TBC","TBC","21432","TBC"
"TBC","Mendoza Avenue","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","4716","TBC"
"TBC","Sierra Road","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","3645","TBC"
"TBC","Garbarda Way","TBC","San Mateo","TBC","TBC","TBC","TBC","TBC","271","TBC"
"TBC","Valley View Road","San Jose","Santa Clara","56","A","3","TBC","TBC","394","TBC"
"TBC","Palomar Drive","Palomar Park","San Mateo","36","C","3","TBC","TBC","Lot 1","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Los Gatos","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Avalon Heights Terrace","Fremont","TBC","TBC","TBC","TBC","TBC","TBC","48468","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Guinda Street","Palo Alto","TBC","TBC","TBC","TBC","TBC","TBC","1745","TBC"
"TBC","Valley View Court","Morgan Hill","Santa Clara","TBC","TBC","TBC","TBC","TBC","3230","TBC"
"TBC","Pfeiffer Ridge Road","Big Sur","TBC","TBC","TBC","TBC","419,211,032","TBC","47800","TBC"
"TBC","Conil Way","TBC","San Mateo","TBC","TBC","TBC","TBC","TBC","370","TBC"
"TBC","Palomar Drive","Palomar Park","San Mateo","36","C","3","TBC","TBC","TBC","TBC"
"TBC","Greendale Way","Redwood City","San Mateo","TBC","TBC","TBC","TBC","TBC","384","TBC"
"TBC","Berryman Ave.","Culver City","TBC","672","E","4","TBC","TBC","5021","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","San Jose","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Abbey Hill","TBC","TBC","TBC","TBC","TBC","TBC","TBC","4730","TBC"
"TBC","Lake Road","Portola Valley","San Mateo","TBC","TBC","TBC","TBC","TBC","167","TBC"
"TBC","Loma Prieta Drive","Aptos","TBC","TBC","TBC","TBC","TBC","TBC","761","TBC"
"TBC","Bern Court","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","910","TBC"
"TBC","Big Basin Way","Saratoga","Santa Clara","69","A","1","TBC","TBC","24124","TBC"
"TBC","TBC","Palomar Park","San","36","C","3","TBC","TBC","Paloma","TBC"
"TBC","TBC","Santa Cruz County","Santa Cruz County","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Everglade St.","Los Angeles","Los Angeles","672","B","3","TBC","TBC","12613","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Cupertino","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Avalon Heights Terrace","Fremont","TBC","TBC","TBC","TBC","TBC","TBC","48468","TBC"
"TBC","Barbaree Way","TBC","Marin","TBC","TBC","TBC","TBC","TBC","65","TBC"
"TBC","Bertram Road","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","21288","TBC"
"TBC","Sky View Terrace","TBC","Santa Cruz","TBC","TBC","TBC","TBC","TBC","23502","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Los Trancos Road","Portola Valley","San Mateo","51","C","1","TBC","TBC","1215","TBC"
"TBC","TBC","Woodside","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Los Gatos","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Hargis Ave.","Los Angeles","Los Angeles","632","J","7","TBC","TBC","8517","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Preston Road","Woodside","TBC","TBC","TBC","TBC","TBC","TBC","359","TBC"
"TBC","Bridle Ridge Ct.","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","2138","TBC"
"TBC","Witheridge Road","Belmont","TBC","TBC","TBC","TBC","TBC","TBC","2701","TBC"
"TBC","Kings Highway","TBC","Santa Cruz","TBC","TBC","TBC","086 171 63","TBC","TBC","TBC"
"TBC","Juanita Avenue","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","1642","TBC"
"TBC","Hilltop Drive","Los Altos Hills","Santa Clara","51","E","6","TBC","TBC","11824","TBC"
"TBC","TBC","Santa Clara County","Santa Clara County","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","San Jude","Palo Alto","Santa Clara","TBC","TBC","TBC","TBC","TBC","853","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","San Jose","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Ballantree Lane","Unincorporated","Monterey","TBC","TBC","TBC","TBC","TBC","3861","TBC"
"TBC","Saratoga Heights Dr.","Saratoga","Santa Clara","TBC","TBC","TBC","TBC","TBC","21502","TBC"
"TBC","Lands End Apartment Complex","Pacifica","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Conservancy Loop","TBC","Santa Cruz","TBC","TBC","TBC","100 181 01","TBC","520","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Adobe Creek Lodge","Los Altos Hills","San Mateo","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Elm Street","San Carlos","San Mateo","36","D","1","TBC","TBC","1244","TBC"
"TBC","TBC","Los Gatos","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Japaul Lane","San Jose","Santa Clara","48","D","6","TBC","TBC","1493","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Woodside","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Terrace Drive","Cupertino","Santa Clara","TBC","TBC","TBC","TBC","TBC","21813","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Long Ridge Road","TBC","Santa Cruz","TBC","TBC","TBC","TBC","TBC","Lot 12","TBC"
"TBC","Mesa Grande Terrace","Villa Grande","TBC","TBC","TBC","TBC","TBC","TBC","21857","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Arastradero Road","Los Altos Hills","Santa Clara","47","D","3","TBC","TBC","10","TBC"
"TBC","TBC","Los Gatos","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Menlo Park","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Willow Creek Drive","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","1735","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Harding","San Martin","TBC","TBC","TBC","TBC","TBC","TBC","12315","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Alta Vista Way","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","15864","TBC"
"TBC","Arch Lane","San Carlos","TBC","TBC","TBC","TBC","TBC","TBC","18","TBC"
"TBC","Clayton Road","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","14324","TBC"
"TBC","Redberry Drive","Monte Sereno","Santa Clara","70","B","3","TBC","TBC","19555","TBC"
"TBC","TBC","Santa Cruz County","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Atherton","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Woodside","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Dry Oak Drive","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","5871","TBC"
"TBC","Rebecca Avenue","Boulder Creek","TBC","TBC","TBC","TBC","TBC","TBC","1050","TBC"
"TBC","Saratoga Heights Drive","Saratoga","Santa Clara","TBC","TBC","TBC","TBC","TBC","21501","TBC"
"TBC","Alta Vista Way","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","15864","TBC"
"TBC","Deer Park Road","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","17230","TBC"
"TBC","Bertram Road","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","0","TBC"
"TBC","TBC","Santa Cruz County","Santa Cruz County","27","TBC","TBC","TBC","TBC","24991","72-37"
"TBC","Spring Grove Rd.","Hollister","San Benito","TBC","TBC","TBC","TBC","TBC","1590","TBC"
"TBC","Redbush Lane","Panorama City","TBC","TBC","TBC","TBC","TBC","TBC","8226","TBC"
"TBC","Blackhawk Drive","Danville","TBC","TBC","TBC","TBC","TBC","TBC","5474","TBC"
"TBC","Scenic Drive","La Honda","TBC","TBC","TBC","TBC","TBC","TBC","230","TBC"
"TBC","Ridgeview Way","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","10715","TBC"
"TBC","Canada Vista","TBC","San Mateo","TBC","TBC","TBC","TBC","TBC","185","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Windsong Way","TBC","Santa Cruz","TBC","TBC","TBC","049 142 73","TBC","165","TBC"
"TBC","Myrtle (and 271 Nevada)","Redwood City","TBC","TBC","TBC","TBC","TBC","TBC","262","TBC"
"TBC","Vista Del Mar","San Jose","Santa Clara","55","E","1","TBC","TBC","1077","TBC"
"TBC","Manzanita Way","Woodside","San Mateo","42","E","4","TBC","TBC","425","TBC"
"TBC","TBC","San Jose","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Bear Gulch Road","Unincorporated","San Mateo","TBC","TBC","TBC","TBC","TBC","1090","TBC"
"TBC","Terrace Road","Unincorporated","Santa Cruz","TBC","TBC","TBC","TBC","TBC","25265","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","San Mateo Drive","Menlo Park","San Mateo","TBC","TBC","TBC","TBC","TBC","905","TBC"
"TBC","Rose View Drive","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","10029","TBC"
"TBC","Larkin Vista Lane","Watsonville","Santa Cruz","TBC","TBC","TBC","049 121 49","TBC","TBC","TBC"
"TBC","Jones Road","Los Gatos","TBC","TBC","TBC","TBC","TBC","TBC","247","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Santa Clara County","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Bear Gulch Road","Portola Valley","Santa Clara","TBC","TBC","TBC","TBC","TBC","1090","TBC"
"TBC","Oakpark Way","Unincorporated","San Mateo","TBC","TBC","TBC","TBC","TBC","657","TBC"
"TBC","Foothills Drive","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","914","TBC"
"TBC","Russell Avenue","Portola Valley","San Mateo","TBC","TBC","TBC","TBC","TBC","141","TBC"
"TBC","Winchester & Hamilton","Campbell","Santa Clara","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Terreno De Flores Lane","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","14966","TBC"
"TBC","Peacock Lane","Los Gatos Hills","Santa Clara","TBC","TBC","TBC","TBC","TBC","16417","TBC"
"TBC","Willowbrook","Portola Valley","San Mateo","47","A","4","TBC","TBC","200","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Hillsborough","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Barkley Avenue","Santa Clara","Santa Clara","TBC","TBC","TBC","TBC","TBC","2922","TBC"
"TBC","Squaw Ct","Antioch","Contra Costa","TBC","TBC","TBC","TBC","TBC","2513","TBC"
"TBC","Amherst Court","Los Altos Hills","TBC","TBC","TBC","TBC","TBC","TBC","14134","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Ocean Blvd","Moss Beach","TBC","TBC","TBC","TBC","TBC","TBC","686","TBC"
"TBC","TBC","Los Gatos","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Los Gatos","Santa Clara County","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Saratoga","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Schultheis Road","Unincorporated","Santa Cruz","TBC","TBC","TBC","TBC","TBC","23995","TBC"
"TBC","Blackberry Hill Road","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","15950","TBC"
"TBC","Francisco","San Francisco","San Francisco","TBC","TBC","TBC","TBC","TBC","San","TBC"
"TBC","Regnart Road","Cupertino","Santa Clara","TBC","TBC","TBC","TBC","TBC","22292","TBC"
"TBC","Acacia Lane","TBC","Santa Clara","TBC","TBC","TBC","TBC","TBC","7","TBC"
"TBC","Soquel-San Jose Road","Los Gatos","Santa Cruz","TBC","TBC","TBC","TBC","TBC","24915","TBC"
"TBC","Apache Court","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","667","TBC"
"TBC","TBC","Los Gatos","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","Woodside","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Elain Court","Morgan Hill","Santa Clara","TBC","TBC","TBC","TBC","TBC","17845","TBC"
"TBC","Mockingbird Ridge Road","Los Gatos","Santa Clara","TBC","TBC","TBC","TBC","TBC","725","TBC"
"TBC","Shelford Avenue","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","380","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Brooke Court","Hillsborough","TBC","TBC","TBC","TBC","TBC","TBC","30","TBC"
"TBC","Arboleda Way","Ben Lomond","TBC","TBC","TBC","TBC","TBC","TBC","145","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Hyde Street","Los Gatos","Santa Clara","60","D","5","TBC","TBC","17391","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","TBC","San Jose","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","La Honda Road","Unincorporated","San Mateo","TBC","TBC","TBC","TBC","TBC","9755","TBC"
"TBC","S. Bascom Avenue","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","905","TBC"
"TBC","Lava Rock Ct.","Morgan Hill","Santa Clara","TBC","TBC","TBC","TBC","TBC","3435","TBC"
"TBC","Scarsdale Place","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","7278","TBC"
"TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"TBC","Clayton Road","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","14631","TBC"
